code,id_g2a,name,name_g2a,locality,station
35623,,"Résidence Pierre  and  Vacances  Les Constellations","RESIDENCE PIERRE  AND  VACANCES  LES CONSTELLATIONS","La Plagne - Belle Plagne",
734614,,"Résidence Mont Soleil B","RESIDENCE MONT SOLEIL B","La Plagne - Plagne Villages / Plagne Soleil",
566904,,"Résidence Bouquetins 1","RESIDENCE BOUQUETINS 1","Les 7 Laux - Prapoutel",
125056,,"Résidence Le Cernois","RESIDENCE LE CERNOIS",Prémanon,
193079,,"Résidence Les Melezets 1","RESIDENCE LES MELEZETS 1",Valfréjus,
66094,,"Résidence Pierre  and  Vacances Premium L'Amara","RESIDENCE PIERRE  AND  VACANCES PREMIUM L'AMARA",Avoriaz,
80501,,"Résidence Le Choucas - Aiglon - Bouvreuil","RESIDENCE LE CHOUCAS - AIGLON - BOUVREUIL","Val Cenis",
723174,,"Résidence FlÈche","RESIDENCE FLECHE","La Plagne - Plagne Aime 2000",
121326,,"Résidence le Hameau des Issambres - maeva Home","RESIDENCE LE HAMEAU DES ISSAMBRES - MAEVA HOME","Les Issambres",
497994,,"Résidence Mouflons","RESIDENCE MOUFLONS",Vars,
277474,,"Résidence Le Chateau Durieux 4","RESIDENCE LE CHATEAU DURIEUX 4","Aix Les Bains",
477,,"Résidence Goélia Les Balcons d'Anais","RESIDENCE GOELIA LES BALCONS D'ANAIS","La Norma",
207318,,"Résidence Garden  and  City Evian les Bains - Lugrin","RESIDENCE GARDEN  AND  CITY EVIAN LES BAINS - LUGRIN",Lugrin,
142929,,"Résidence Odalys Le Village de Praroustan","RESIDENCE ODALYS LE VILLAGE DE PRAROUSTAN","Pra Loup",
239734,,"Résidence Le Cret De Pere","RESIDENCE LE CRET DE PERE",Valloire,
62893,,"Village Club du Soleil - Montgenèvre","VILLAGE CLUB DU SOLEIL - MONTGENEVRE",Montgenèvre,
148493,,"Village Club Les Abricotiers","VILLAGE CLUB LES ABRICOTIERS",Argelès-sur-Mer,
31094,,"Résidence Pierre  and  Vacances Les Temples du Soleil","RESIDENCE PIERRE  AND  VACANCES LES TEMPLES DU SOLEIL","Val Thorens",
440674,,"Résidence Le Balcon Des Airelles","RESIDENCE LE BALCON DES AIRELLES","Les Orres",
788014,,"Résidence Montjoie","RESIDENCE MONTJOIE","Les Contamines Montjoie",
1079614,,"Résidence Garlitz","RESIDENCE GARLITZ",Saint-Lary-Soulan,
739504,,"Chalet Alpagiste","CHALET ALPAGISTE",Morillon,
298604,,"Résidence Porto di Mar","RESIDENCE PORTO DI MAR",Cavalaire-sur-Mer,
38993,,"Résidence Pierre  and  Vacances Premium Les Fermes du Soleil","RESIDENCE PIERRE  AND  VACANCES PREMIUM LES FERMES DU SOLEIL","Les Carroz-d'Arâches",
192975,,"Résidence Melezets 2","RESIDENCE MELEZETS 2",Valfréjus,
1703,,"Résidence Odalys Les Lumières de Neige","RESIDENCE ODALYS LES LUMIERES DE NEIGE",Valmeinier,
686864,,"Résidence 6alenya11-alenya","RESIDENCE 6ALENYA11-ALENYA",Alénya,
80505,,"Résidence Lagrange Vacances Grand Bleu Le Mas de Torreilles","RESIDENCE LAGRANGE VACANCES GRAND BLEU LE MAS DE TORREILLES",Torreilles,
204769,,"Résidence Athamante et Valériane - maeva Home","RESIDENCE ATHAMANTE ET VALERIANE - MAEVA HOME",Valmorel,
204530,,"Résidence Vacancéole L'Alba","RESIDENCE VACANCEOLE L'ALBA","Les 2 Alpes",
2310,,"Résidence Rochebrune Vallon - Labellemontagne","RESIDENCE ROCHEBRUNE VALLON - LABELLEMONTAGNE","Orcières 1850",
1846,,"Résidence Goélia Les Flocons d'Argent","RESIDENCE GOELIA LES FLOCONS D'ARGENT",Aussois,
570914,,"Résidence Signal Du Prorel","RESIDENCE SIGNAL DU PROREL","Serre Chevalier 1200 - Briançon",
646384,,"Résidence Les Chalets Elena - MGM Hôtels  and  Résidences","RESIDENCE LES CHALETS ELENA - MGM HOTELS  AND  RESIDENCES","Chamonix - Les Houches",
138669,7065,"Résidence Goélia Les Chalets de Saint Sorlin","RESIDENCE GOELIA LES CHALETS DE SAINT SORLIN",Saint-Sorlin-d'Arves,"LES SYBELLES"
568764,,"Résidence Les Flocons D'argent","RESIDENCE LES FLOCONS D'ARGENT",Aussois,
174589,,"Résidence Amaya - MGM Hôtels  and  Résidences","RESIDENCE AMAYA - MGM HOTELS  AND  RESIDENCES","Les Saisies",
126027,,"Résidence Les Terrasses des Jouvencelles","RESIDENCE LES TERRASSES DES JOUVENCELLES",Prémanon,
737734,,"Résidence Rond Point Des Pistes B","RESIDENCE ROND POINT DES PISTES B","Tignes - Val Claret",
39191,,"Aparthotel Adagio Paris Bercy Village","APARTHOTEL ADAGIO PARIS BERCY VILLAGE",Paris,
206750,,"Résidence Platieres","RESIDENCE PLATIERES","Tignes - Val Claret",
737704,,"Résidence Grande Balme Ii","RESIDENCE GRANDE BALME II","Tignes - Le Lac / Le Lavachet",
449744,,"Résidence Baikonour","RESIDENCE BAIKONOUR","Le Corbier",
567854,,"Résidence Maison Matisse Verel","RESIDENCE MAISON MATISSE VEREL",Aussois,
1852,,"Résidence Goélia Les 4 Vallées","RESIDENCE GOELIA LES 4 VALLEES",Saint-François-Longchamp,
377554,,"Résidence L'adray","RESIDENCE L'ADRAY","Les Gets",
85521,,"Résidence Les Valmonts de Vaujany","RESIDENCE LES VALMONTS DE VAUJANY",Vaujany,
151688,,"Résidence Pierre de Soleil - maeva Home","RESIDENCE PIERRE DE SOLEIL - MAEVA HOME","La Plagne - Belle Plagne",
522624,,"Résidence Dame Blanche","RESIDENCE DAME BLANCHE",Puy-Saint-Vincent,
756094,,"Résidence Les Roches Blanches","RESIDENCE LES ROCHES BLANCHES",Combloux,
564774,,"Résidence Balcons De Tougnette","RESIDENCE BALCONS DE TOUGNETTE",Saint-Martin-de-Belleville,
92844,,"Résidence Lagrange Les Valmonts de Val Cenis","RESIDENCE LAGRANGE LES VALMONTS DE VAL CENIS","Val Cenis",
255584,,"Résidence Cheval Noir","RESIDENCE CHEVAL NOIR",Valmorel,
,,"Camping Les Chênes Clairs","CAMPING LES CHENES CLAIRS",CONDAT,
,,"Camping Le Rupé","CAMPING LE RUPE","Chemin du Pont de Rupé",
1302,,"Les Résidences Lagrange Vacances de Sainte Marie Plage","LES RESIDENCES LAGRANGE VACANCES DE SAINTE MARIE PLAGE","Sainte-Marie-la-Mer - Sainte-Marie Plage",
,,"camping maeva Escapades Les Lacs d'Armagnac","CAMPING MAEVA ESCAPADES LES LACS D'ARMAGNAC","BRETAGNE D'ARMAGNAC",
,,"Camping Paradis Océan Vacances","CAMPING PARADIS OCEAN VACANCES","SAINT GEORGES DE DIDONNE",
,,"Camping Paradis Aubeterre sur Dronne","CAMPING PARADIS AUBETERRE SUR DRONNE","AUBETERRE SUR DRONNE",
,,"Camping Au fil de la Volane","CAMPING AU FIL DE LA VOLANE","VALS LES BAINS",
,,"Camping Paradis Les Galets de la Mollière","CAMPING PARADIS LES GALETS DE LA MOLLIERE",FRANCE,
,,"Camping Sites et Paysages - La Pinède","CAMPING SITES ET PAYSAGES - LA PINEDE","LEZIGNAN CORBIERES",
120213,,"Résidence Les Portes du Mont Blanc","RESIDENCE LES PORTES DU MONT BLANC","Chamonix - Vallorcine",
,,"Camping Domaine du Lac de Miel","CAMPING DOMAINE DU LAC DE MIEL",BEYNAT,
,,"Camping l'Oasis Palavasienne","CAMPING L'OASIS PALAVASIENNE",LATTES,
,,"Camping Sites et Paysages - A La Rencontre du Soleil","CAMPING SITES ET PAYSAGES - A LA RENCONTRE DU SOLEIL","LE BOURG D'OISANS",
,,"Camping Mas Sud Ardèche","CAMPING MAS SUD ARDECHE","SAINT JUST D'ARDECHE",
193776,,"Résidence Home Club 1","RESIDENCE HOME CLUB 1","Tignes - Le Lac / Le Lavachet",
,,"Camping Les Bonnets","CAMPING LES BONNETS",NEFFES,
,,"Camping de la Plage","CAMPING DE LA PLAGE",DAMGAN,
,,"Camping Domaine du Lac de Néguenou","CAMPING DOMAINE DU LAC DE NEGUENOU",PRAYSSAS,
,,"Camping Sites et Paysages - Le Vaubarlet","CAMPING SITES ET PAYSAGES - LE VAUBARLET","SAINTE SIGOLENE",
,,"Camping Siblu Les Sables du midi - Funpass inclus","CAMPING SIBLU LES SABLES DU MIDI - FUNPASS INCLUS",VALRAS,
,,"Camping Le Méditerranée Argelès","CAMPING LE MEDITERRANEE ARGELES",ARGELES,
,,"Camping Domaine Résidentiel de Plein Air Elysée","CAMPING DOMAINE RESIDENTIEL DE PLEIN AIR ELYSEE","LE GRAU DU ROI",
681364,,"Résidence 48 Rue Des Combattants","RESIDENCE 48 RUE DES COMBATTANTS","Le Grau-du-Roi",
,,"Camping Siblu Mar Estang - Funpass inclus","CAMPING SIBLU MAR ESTANG - FUNPASS INCLUS","CANET EN ROUSSILLON",
,,"Camping Le Bois Fleuri","CAMPING LE BOIS FLEURI",ARGELES,
,,"Camping L'oliveraie","CAMPING L'OLIVERAIE",LAURENS,
,,"Camping Koawa Les Cigales","CAMPING KOAWA LES CIGALES",ROCAMADOUR,
,,"Camping Les Reflets du Quercy","CAMPING LES REFLETS DU QUERCY",CRAYSSAC,
,,"Camping Des Arcades","CAMPING DES ARCADES",Martial,
,,"Camping Le Suroit","CAMPING LE SUROIT","LE BOIS PLAGE EN RE",
,,"Domaine Résidentiel de Plein Air Monplaisir","DOMAINE RESIDENTIEL DE PLEIN AIR MONPLAISIR","SAINT TROJAN LES BAINS",
,,"Camping les Rives d'Auzon","CAMPING LES RIVES D'AUZON",LAVILLEDIEU,
,,"Camping Sun Camping","CAMPING SUN CAMPING",SAMPZON,
,,"Camping Paradis FAMILY DES ISSOUX D'ARDECHE ****","CAMPING PARADIS FAMILY DES ISSOUX D'ARDECHE ****","LALEVADE D'ARDECHE",
,,"Camping Bel Air","CAMPING BEL AIR","BERRIAS ET CASTELJAU",
,,"Camping Paradis - Village De Vacances La Gineste","CAMPING PARADIS - VILLAGE DE VACANCES LA GINESTE",ARNAC,
1024914,,"Maison 4 pièces 6 personnes proche de la plage - maeva Home","MAISON 4 PIECES 6 PERSONNES PROCHE DE LA PLAGE - MAEVA HOME","Sainte-Marie-la-Mer - Sainte-Marie Plage",
,,"Camping Les Chênes Verts","CAMPING LES CHENES VERTS","MESCHERS SUR GIRONDE",
,,"Camping Coteau de la Marine","CAMPING COTEAU DE LA MARINE","MONTAGNAC MONTPEZAT",
,,"Camping Jas du Moine","CAMPING JAS DU MOINE",SALIGNAC,
36058,,"Résidence Lagrange Vacances Grand Bleu les Cottages et Maisonnettes des Ségalières","RESIDENCE LAGRANGE VACANCES GRAND BLEU LES COTTAGES ET MAISONNETTES DES SEGALIERES",Gramat,
,,"Camping Le Clos du Rhône","CAMPING LE CLOS DU RHONE","SAINTES MARIES DE LA MER (13)",
,,"Camping Manon","CAMPING MANON","Quartier le Jonquier",
,,"Village Vacances La Colline des Ocres","VILLAGE VACANCES LA COLLINE DES OCRES",VILLARS,
,,"Camping Yelloh Village la Plage du Dramont","CAMPING YELLOH VILLAGE LA PLAGE DU DRAMONT","SAINT RAPHAEL",
368454,,"Résidence Le Picaron","RESIDENCE LE PICARON",Morzine,
,10147,"Camping Montpellier Plage","CAMPING MONTPELLIER PLAGE","PALAVAS LES FLOTS","PALAVAS LES FLOTS"
149080,,"Résidence Le Grau-du-Roi - Azureva","RESIDENCE LE GRAU-DU-ROI - AZUREVA","Le Grau-du-Roi",
,,"Camping Siblu Le Lac des Rêves - Funpass inclus","CAMPING SIBLU LE LAC DES REVES - FUNPASS INCLUS",LATTES,
,,"Camping Les Gros Joncs","CAMPING LES GROS JONCS","SAINT GEORGES D'OLERON",
,,"Flower Camping L'Abri Côtier","FLOWER CAMPING L'ABRI COTIER","SAINT NAZAIRE SUR CHARENTE",
,,"Camping Paradis des Pins - Royan","CAMPING PARADIS DES PINS - ROYAN","SAINT PALAIS SUR MER",
,,"Camping Municipal De La Pinede","CAMPING MUNICIPAL DE LA PINEDE",FRANCE,
375584,,"Résidence Les Balcons De Valloire","RESIDENCE LES BALCONS DE VALLOIRE",Valloire,
819974,,"Résidence Les Terrasses De La Mediterranee","RESIDENCE LES TERRASSES DE LA MEDITERRANEE",Saint-Pierre-la-Mer,
,,"Camping maeva Respire Ecolodge Etoile d'Argens","CAMPING MAEVA RESPIRE ECOLODGE ETOILE D'ARGENS","SAINT AYGULF",
,,"Flower Camping La Rivière","FLOWER CAMPING LA RIVIERE","dit Les Côtes",
,,"Camping au Paradis des Campeurs","CAMPING AU PARADIS DES CAMPEURS",Plage,
,,"Camping Domaine des Chenes Blancs","CAMPING DOMAINE DES CHENES BLANCS","SAINT SATURNIN LES APT",
773724,,"Résidence Rond-point-pistes Ii","RESIDENCE ROND-POINT-PISTES II","Orcières 1850",
64060,,"Camping Lac de Carouge","CAMPING LAC DE CAROUGE","Saint Pierre d'Albigny",
,,"Fram Camping Sélection Les Flamants Roses","FRAM CAMPING SELECTION LES FLAMANTS ROSES","SAINT NAZAIRE",
,,"Camping La Cigale de l'Allier","CAMPING LA CIGALE DE L'ALLIER",LANGOGNE,
,,"Camping Oléron Loisirs","CAMPING OLERON LOISIRS","SAINT GEORGES D'OLERON",
438864,,"LE CHALET - Piscine 17","LE CHALET - PISCINE 17",Gourette,
,,"Camping Bella Vista","CAMPING BELLA VISTA",CALVI,
,,"Camping L'oasis Des Garrigues","CAMPING L'OASIS DES GARRIGUES",FRANCE,
,,"Camping maeva Escapades Coeur d'Ardèche ****","CAMPING MAEVA ESCAPADES COEUR D'ARDECHE ****","SAINT VINCENT DE DURFORT",
,,"Camping Paradis - Val De Coise","CAMPING PARADIS - VAL DE COISE","SAINT GALMIER",
,,"Camping le Pré Saint André","CAMPING LE PRE SAINT ANDRE",SOUVIGNARGUES,
812694,,"Résidence Pierre  and  Vacances Les Bulles de Mer","RESIDENCE PIERRE  AND  VACANCES LES BULLES DE MER","Saint Cyprien - Pyrénées Orientales",
,,"Camping le Moulin","CAMPING LE MOULIN","Chemin du Camping",
,,"Camping Domaine Des Blachas","CAMPING DOMAINE DES BLACHAS",SALAVAS,
1078494,,"Résidence Voile Blanche","RESIDENCE VOILE BLANCHE","La Grande-Motte",
193003,8284,"Camping Sandaya Les Vagues","CAMPING SANDAYA LES VAGUES",Vendres,"LA DOMITIENNE"
239334,,"Edelweiss Chalets De La Vallee D'or","EDELWEISS CHALETS DE LA VALLEE D'OR",Valloire,
586214,,"Résidence Port Plage 1","RESIDENCE PORT PLAGE 1","Le Barcarès",
,,"Village Le Clos des Cigales","VILLAGE LE CLOS DES CIGALES",MONTAGNAC,
821904,6806,"Camping Le Bosc","CAMPING LE BOSC","Saint Cyprien - Pyrénées Orientales","SAINT CYPRIEN"
,,"Camping Ferme de la Hooghe Moote","CAMPING FERME DE LA HOOGHE MOOTE",GHYVELDE,
244514,,"Résidence Bartavelle Au Jardin","RESIDENCE BARTAVELLE AU JARDIN",Saint-Pierre-la-Mer,
205224,,"Résidence Paradiso","RESIDENCE PARADISO","Saint-Gervais Mont-Blanc",
205320,,"Résidence Les OrÉades","RESIDENCE LES OREADES",Combloux,
57986,,"Chalet Odalys Le Ponton","CHALET ODALYS LE PONTON","Les 2 Alpes",
664964,,"Résidence Les Fermes De Saint","RESIDENCE LES FERMES DE SAINT",Saint-Lary-Soulan,
515304,,"Aparthotel Adagio Paris Malakoff Châtillon","APARTHOTEL ADAGIO PARIS MALAKOFF CHATILLON",Paris,
,,"Camping de Saulieu","CAMPING DE SAULIEU",SAULIEU,
237854,,"Résidence Les Etoiles Des Neiges","RESIDENCE LES ETOILES DES NEIGES",Valloire,
113433,,"Résidence La Palmeraie","RESIDENCE LA PALMERAIE",Cavalaire-sur-Mer,
378134,,"Chalet du Kandahar MMV Le Hahnenckamm - Mountain Collection","CHALET DU KANDAHAR MMV LE HAHNENCKAMM - MOUNTAIN COLLECTION","La Rosière",
778454,,"Résidence Tamborel I","RESIDENCE TAMBOREL I","Saint Chaffrey",
2074,,"Résidence Lagrange L'Ecrin des Sybelles","RESIDENCE LAGRANGE L'ECRIN DES SYBELLES","La Toussuire",
,,"Camping Aux Rives du Soleil","CAMPING AUX RIVES DU SOLEIL","PONT DE VAUX",
666414,,"Résidence Marines De Gassin","RESIDENCE MARINES DE GASSIN",Gassin,
124957,,"Résidence Chalet Club","RESIDENCE CHALET CLUB","Tignes - Val Claret",
143806,,"Appartement 3 pièces 8 pers. calme - maeva Home","APPARTEMENT 3 PIECES 8 PERS. CALME - MAEVA HOME",Font-Romeu,
,,"Camping la Ferme de Jollère","CAMPING LA FERME DE JOLLERE",PERPEZAT,
65499,,"Résidence Les Bastides de Grand Stade","RESIDENCE LES BASTIDES DE GRAND STADE","Saint Cyprien - Pyrénées Orientales",
,,"Camping La Tamarissière","CAMPING LA TAMARISSIERE",AGDE,
,,"Flower Camping Le Mas de Mourgues","FLOWER CAMPING LE MAS DE MOURGUES","GILLES D6572",
,,"Camping Le Dolium","CAMPING LE DOLIUM",LAUDUN,
,,"Camping maeva Escapades - Les Cottages de Perpignan","CAMPING MAEVA ESCAPADES - LES COTTAGES DE PERPIGNAN",PERPIGNAN,
526044,,"Résidence H.th.ii:bat.3","RESIDENCE H.TH.II:BAT.3",Saint-Lary-Soulan,
1076414,,"Résidence Les Jardins du Couchant","RESIDENCE LES JARDINS DU COUCHANT","La Grande-Motte",
,3922,"Camping Domaine des Mimosas","CAMPING DOMAINE DES MIMOSAS",ARGELES,ARGELES-SUR-MER
,,"Camping Campo di Liccia","CAMPING CAMPO DI LICCIA",BONIFACIO,
,,"Camping U Sommalu","CAMPING U SOMMALU","Plaine Liamone",
,,"Camping Paradis - Barberousse","CAMPING PARADIS - BARBEROUSSE",GRUISSAN,
193743,,"Résidence Armaillis","RESIDENCE ARMAILLIS","Tignes - Le Lac / Le Lavachet",
,,"Tours Opérateurs et Particuliers sur Camping Siblu Club Le Marisol","TOURS OPERATEURS ET PARTICULIERS SUR CAMPING SIBLU CLUB LE MARISOL",TORREILLES,
,,"Camping Sites et Paysages - Le Moulin de Sainte-Anne","CAMPING SITES ET PAYSAGES - LE MOULIN DE SAINTE-ANNE",Anne,
,,"Camping California  and  Oasis","CAMPING CALIFORNIA  AND  OASIS","LE BARCARES",
,,"Camping Château de Lacomté","CAMPING CHATEAU DE LACOMTE",CARLUCET,
,,"Tour Opérateur et particuliers sur camping La Pignade - Funpass inclus","TOUR OPERATEUR ET PARTICULIERS SUR CAMPING LA PIGNADE - FUNPASS INCLUS","RONCE LES BAINS",
,,"Camping Municipal Ramstein Plage","CAMPING MUNICIPAL RAMSTEIN PLAGE",BAERENTHAL,
,,"Camping Koawa le Lac Bleu","CAMPING KOAWA LE LAC BLEU","CHATILLON EN DIOIS",
,,"Camping du Lac de Cormoranche","CAMPING DU LAC DE CORMORANCHE","CORMORANCHE SUR SAONE",
,,"Tour Opérateur sur camping 5* à Port Grimaud","TOUR OPERATEUR SUR CAMPING 5* A PORT GRIMAUD","Route du Littoral",
,,"Camping RCN Les Collines de Castellane","CAMPING RCN LES COLLINES DE CASTELLANE",CASTELLANE,
133753,,"Résidence Le Lagon Bleu","RESIDENCE LE LAGON BLEU","Cap d'Agde",
,,"Camping Paradis - Le Ruou","CAMPING PARADIS - LE RUOU",VILLECROZE,
500844,,"Résidence 527-les Deux Alpes","RESIDENCE 527-LES DEUX ALPES","Les 2 Alpes",
93618,,"SOWELL RÉSIDENCES Les Perles de Saint Tropez","SOWELL RESIDENCES LES PERLES DE SAINT TROPEZ","Grimaud - Port Grimaud",
98588,,"Résidence Victoria","RESIDENCE VICTORIA",Biarritz,
193284,,"Résidence Hameau Des Rochers","RESIDENCE HAMEAU DES ROCHERS",Champagny-en-Vanoise,
,,"Tour Opérateur sur le Camping de L'Ile d'Or","TOUR OPERATEUR SUR LE CAMPING DE L'ILE D'OR","SAINT RAPHAEL",
303474,,"Résidence Vacancéole Les Hauts de la Drayre","RESIDENCE VACANCEOLE LES HAUTS DE LA DRAYRE",Vaujany,
521754,,"Résidence Saint-Bernard - maeva Home","RESIDENCE SAINT-BERNARD - MAEVA HOME","Arc 1800",
,,"Camping Château de l'Eouvière","CAMPING CHATEAU DE L'EOUVIERE",MONTMEYAN,
,,"Camping Marina Plage","CAMPING MARINA PLAGE",VITROLLES,
,,"Flower Camping Les Ondines","FLOWER CAMPING LES ONDINES",SOUILLAC,
,,"Flower Camping Les Ilates","FLOWER CAMPING LES ILATES",LOIX,
,,"Camping Saint Tro Park","CAMPING SAINT TRO PARK","SAINT TROJAN LES BAINS",
,,"Camping Le Domaine du Cros d'Auzon","CAMPING LE DOMAINE DU CROS D'AUZON","SAINT MAURICE D'ARDECHE",
816034,,"Résidence Hameau Thermes Ii","RESIDENCE HAMEAU THERMES II",Saint-Lary-Soulan,
639414,,"Résidence Hameau De Claira","RESIDENCE HAMEAU DE CLAIRA",Claira,
864704,,"Résidence Montcalm D","RESIDENCE MONTCALM D","Aix Les Bains",
462624,,"Résidence Les Aloubiers","RESIDENCE LES ALOUBIERS",Villard-de-Lans,
152191,,"Camping Odalys Le Port de la Chaîne","CAMPING ODALYS LE PORT DE LA CHAINE",Pleubian,
,,"Camping Les Plans","CAMPING LES PLANS",ANDUZE,
,,"Flower Camping de l'Olivigne","FLOWER CAMPING DE L'OLIVIGNE","dit ""Les Prés""",
791534,,"Résidence Pierre  and  Vacances Premium Horizon Golf","RESIDENCE PIERRE  AND  VACANCES PREMIUM HORIZON GOLF","Saint Cyprien - Pyrénées Orientales",
206696,,"Résidence Pramecou","RESIDENCE PRAMECOU","Tignes - Val Claret",
624984,,"Résidence Pierre  and  Vacances Premium Le Roselend","RESIDENCE PIERRE  AND  VACANCES PREMIUM LE ROSELEND","Arc 1800",
299544,,"Résidence RÉsidence Les Jardins Alpins 2","RESIDENCE RESIDENCE LES JARDINS ALPINS 2","La Joue du Loup",
31013,,"Résidence Pierre  and  Vacances Premium Les Crêts","RESIDENCE PIERRE  AND  VACANCES PREMIUM LES CRETS","Méribel - Mottaret",
515324,,"Aparthotel Adagio Paris Vincennes","APARTHOTEL ADAGIO PARIS VINCENNES",Paris,
65231,,"Résidence Kafartenea","RESIDENCE KAFARTENEA",Saint-Jean-de-Luz,
125355,,"Résidence Vacancéole l'Allée des Dunes","RESIDENCE VACANCEOLE L'ALLEE DES DUNES",Ondres,
205819,,"Résidence Les Toits du Dévoluy - maeva Home","RESIDENCE LES TOITS DU DEVOLUY - MAEVA HOME",SuperDévoluy,
1054014,,"Résidence Jardin Alpin Anemone","RESIDENCE JARDIN ALPIN ANEMONE","Serre Chevalier 1400 - Villeneuve",
145688,,"Studio 5 pers pied des pistes - maeva Home","STUDIO 5 PERS PIED DES PISTES - MAEVA HOME","Alpe d'Huez",
389994,4342,"Résidence Les Balcons Du Soleil","RESIDENCE LES BALCONS DU SOLEIL","Le Grand-Bornand",ORCIERES
153072,,"Résidence Vacancéole Port Minervois / Les Hauts du Lac","RESIDENCE VACANCEOLE PORT MINERVOIS / LES HAUTS DU LAC",Homps,
,,"Camping les Terrasses Provençales","CAMPING LES TERRASSES PROVENCALES",VENTEROL,
,,"Camping Le Viaduc","CAMPING LE VIADUC",ARLEBOSC,
,,"Camping Chanset","CAMPING CHANSET",CEYRAT,
,,"Camping La Chanterelle","CAMPING LA CHANTERELLE","CHAMPAGNAC LE VIEUX",
1445,,"Résidence Prestige Odalys La Palmeraie","RESIDENCE PRESTIGE ODALYS LA PALMERAIE","Grimaud - Port Grimaud",
596014,,"Résidence Rue De La Faneille","RESIDENCE RUE DE LA FANEILLE",Collioure,
51085,,"Résidence Les Saladelles","RESIDENCE LES SALADELLES","Le Grau-du-Roi",
1084324,,"Résidence Domaine De Roche Pointue","RESIDENCE DOMAINE DE ROCHE POINTUE",Villard-de-Lans,
222244,,"Village Club Miléade des Issambres - La Gaillarde","VILLAGE CLUB MILEADE DES ISSAMBRES - LA GAILLARDE",Roquebrune-sur-Argens,
,,"Tours opérateurs sur camping Croix du Sud","TOURS OPERATEURS SUR CAMPING CROIX DU SUD",Laurent,
526274,,"Résidence Pic D Espade I","RESIDENCE PIC D ESPADE I",Saint-Lary-Soulan,
438824,,"LE CHALET - Piscine 16","LE CHALET - PISCINE 16",Gourette,
170007,,"Résidence Pierre  and  Vacances Les Balcons de Bellevarde","RESIDENCE PIERRE  AND  VACANCES LES BALCONS DE BELLEVARDE","Val d'Isère",
233574,,"Village Club Miléade de Port-Barcarès","VILLAGE CLUB MILEADE DE PORT-BARCARES","Port Barcarès",
778394,,"Résidence Mas Du Peyron","RESIDENCE MAS DU PEYRON","Saint Chaffrey",
,,"Camping Mas de Lastourg","CAMPING MAS DE LASTOURG","VILLEFRANCHE DE CONFLENT",
48481,,"Résidence Le Hameau de Balestas","RESIDENCE LE HAMEAU DE BALESTAS",Peyragudes,
58049,,"Chalet Odalys La Muzelle","CHALET ODALYS LA MUZELLE","Les 2 Alpes",
,,"Camping L'Hermitage","CAMPING L'HERMITAGE","LE PRADET",
38739,,"Chalet Odalys Soleil d'Hiver","CHALET ODALYS SOLEIL D'HIVER","Les 2 Alpes",
686854,,"Résidence Citronnelles","RESIDENCE CITRONNELLES","Saint Cyprien - Pyrénées Orientales",
196373,,"Résidence Les Chalets de Puy Saint Vincent - maeva Home","RESIDENCE LES CHALETS DE PUY SAINT VINCENT - MAEVA HOME",Puy-Saint-Vincent,
