id,lieu_id,nom_etablissement,adresse
6381,736,CENTRE BNPA BAIE ST MICHEL,
6382,864,Mitroglou United,
6383,864,C2C OM INTERTOTO,
6384,969,HOTEL ARCALOD,237 Route de la gare - 74210 Doussard
6385,969,CAMPING FERME DE LA SERRAZ,
6386,969,CAMPING INTERNATIONAL LE LAC BLEU,Allée de la Nublière - Doussard
6387,902,GDF 73 ALBERTVILLE - UGINE,
6388,382,GDF 73 ALBIEZ MONTROND,
6389,896,GDF 73 ARECHES BEAUFORT,
6390,879,GDF 73 AUSSOIS,
6391,934,GDF 73 BAUGES,
6392,386,GDF 73 BESSANS,
6393,387,GDF 73 BONNEVAL SUR ARC,
6394,43,GDF 73 CHAMPAGNY EN VANOISE,
6395,898,GDF 73 CREST VOLAND,
6396,899,GDF 73 FLUMET,
6397,931,GDF 73 GRAND CHAMBERY - VALLEE,
6398,901,GDF 73 LA GIETTAZ,
6399,955,GDF 73 LA LECHERE LES BAINS,
6400,6,GDF 73 LA PLAGNE,
6401,938,GDF 73 LA PLAGNE ALTITUDE,
6402,634,GDF 73 LA ROSIERE,
6403,7,GDF 73 LES ARCS,
6404,16,GDF 73 LES SAISIES,
6405,510,GDF 73 MERIBEL,
6406,900,GDF 73 NOTRE DAME DE BELLECOMBE,
6407,903,GDF 73 ORELLE,
6408,10,GDF 73 PEISEY-VALLANDRY,
6409,523,GDF 73 PRALOGNAN,
6410,952,GDF 73 SAINT FRANCOIS LONGCHAMP,
6411,25,GDF 73 SAINT MARTIN DE BELLEVILLE,
6412,628,GDF 73 SAINTE-FOY,
6413,2,GDF 73 TIGNES,
6414,512,GDF 73 VAL CENIS,
6415,876,GDF 73 VALFREJUS,
6416,658,GDF 73 VALLOIRE,
6417,437,GDF 73 VALMEINIER,
6418,954,GDF 73 VALMOREL,
6419,972,CENTRALE DE RESERVATION LA CLUSAZ TOUR,
6420,976,CAMPING DU LAC,Curbans
6421,866,GDF 73 COURCHEVEL,
6422,818,GDF 73 LA NORMA,
6423,14,GDF 73 VAL D'ISERE,
6424,15,GDF 73 BRIDES LES BAINS,
6425,491,Spi - Delic - Serre Chevalier - Village,
6426,491,SPI - DELIC - SERRE CHEVALIER 1350 - VILLAGE,
6427,491,SPI - DELIC - SERRE CHEVALIER 1350 - CENTRE,
6428,491,SPI - DELIC - SERRE CHEVALIER CANTEMERLE - CENTRE,
6429,491,SPI - DELIC - SERRE CHEVALIER CHANTEMERLE -,
6430,491,SPI - DELIC - SERRE CHEVALIER CHANTEMERLE - PROX. ACTIVITES,
6431,491,SPI - DELIC - SERRE CHEVALIER CHANTEMERLE - VILLAGE,
6432,490,SPI - DELIC - SERRE CHEVALIER VILLENEUVE - PROCHE COMMERCES,
6433,490,SPI - DELIC - SERRE CHEVALIER VILLENEUVE - PROX. ACTIVITES,
6434,490,SPI - DELIC - SERRE CHEVALIER VILLENEUVE - VILLAGE,
6435,490,SPI - DELIC - LA SALLE LES ALPES - PIED DES PISTES,
6436,490,SPI - DELIC - SERRE CHAVALIER VILLENEUVE - CALME,
6437,973,CAMPING L'ESCALE,"33 Impasse du Plein Air, 74450 Le Grand-Bornand"
6438,973,AGENCE MONTANA IMMOBILIER - CHINAILLON,
6439,735,Spi - Gourette - MONTAGNE,
6440,809,SPI - GAVES - TELECABINES,
6441,974,AGENCE MONTANA IMMOBILIER - SAINT JEAN DE SIXT,69 route de Villavit immeuble le Danay 74450 Le Grand Bornand
6442,869,HÔTEL CLUB LE ZENITH - MILEADE - 3 *,"951, Rue du Belvédère Courchevel Moriond, 73120 Courchevel, France"
6443,871,Spi - Courchevel Village - -,
6444,871,Spi - Courchevel Village - CENTRE STATION,
6445,871,Spi - Courchevel  Village - -,
6446,866,SPI - COURCHEVEL  1850 - CENTRE STATION,
6447,866,SPI - COURCHEVEL  1850 - PROCHE CENTRE,
6448,866,SPI - COURCHEVEL 1850 - LE NOGENTIL,
6449,866,SPI - COURCHEVEL - -,
6450,866,SPI - COURCHEVEL - BELLECOTE,
6451,866,SPI - COURCHEVEL - BOUCLE DU NOGENTIL,
6452,866,SPI - COURCHEVEL - CENTRE STATION,
6453,866,SPI - COURCHEVEL - CHENUS,
6454,866,SPI - COURCHEVEL - COSPILLOT,
6455,871,SPI - COURCHEVEL - COURCHEVEL VILLAGE,
6456,869,SPI - COURCHEVEL - MORIOND,
6457,866,SPI - COURCHEVEL - HAMMEAU DE BELLECOTE,
6458,866,SPI - COURCHEVEL - JARDIN ALPIN,
6459,866,SPI - COURCHEVEL - LES CHENUS,
6460,866,SPI - COURCHEVEL - NOGENTIL,
6461,866,SPI - COURCHEVEL - PLANTRET,
6462,866,SPI - COURCHEVEL - PORTE DE COURCHEVEL,
6463,866,SPI - COURCHEVEL - PROCHE CENTRE,
6464,866,SPI - COURCHEVEL - QUARTIER CENTRE,
6465,866,SPI - COURCHEVEL - QUARTIER NOGENTIL,
6466,947,Spi - Agence Euro Select - Le Barcares BARBADOS-,
6467,947,Spi - Agence Euro Select - Le Barcares BASTIDES DU CAP,
6468,947,Cap Coudalière - Spi - Cap Coudalere - PORT Barcares,
6469,736,SPI FONCIA - BARATIER - CALME,
6470,736,SPI FONCIA - BARATIER - PROCHE VILLE ET LAC,
6471,736,SPI FONCIA - EMBRUN - AU CALME,
6472,736,SPI FONCIA - EMBRUN - PROCHE LAC,
6473,736,SPI FONCIA - EMBRUN - PROCHE VILLE ET LAC,
6474,736,SPI FONCIA - SAVINES - AU CALME,
6475,736,SPI FONCIA - SAVINES - CENTRE VILLAGE,
6476,736,SPI FONCIA - SAVINES - PROCHE VILLE ET LAC,
6477,736,AGENCE FONCIA EMBRUN,
6478,894,SPI FONCIA - ARGELES PLAGE,
6479,894,SPI FONCIA - ARGELES SUR MER - VILLAGE,
6480,894,SPI FONCIA - ARGELES SUR MER - CENTRE,
6481,894,SPI FONCIA - ARGELES SUR MER - CENTRE PINS,
6482,894,SPI FONCIA - ARGELES SUR MER - CLOS DU GOLFE,
6483,894,SPI FONCIA - ARGELES SUR MER - ENTRE PLAGE ET VILLA,
6484,894,SPI FONCIA - ARGELES SUR MER - FRONT DE MER,
6485,894,SPI FONCIA - ARGELES SUR MER - GRAND PAVOIS,
6486,894,SPI FONCIA - ARGELES SUR MER - PATIOS COSTA BLANC,
6487,894,SPI FONCIA - ARGELES SUR MER - PLAGE NORD,
6488,894,SPI FONCIA - ARGELES SUR MER - PORT,
6489,894,SPI FONCIA - ARGELES SUR MER - RACOU,
6490,894,SPI FONCIA - ARGELES SUR MER - SECTEUR NORD,
6491,894,SPI FONCIA - ARGELES SUR MER - SECTEUR OUEST,
6492,894,SPI FONCIA - ARGELES SUR MER - SECTEUR SUD,
6493,973,SPI FONCIA - LE GRAND BORNAND - AU CALME,
6494,973,SPI FONCIA - LE GRAND BORNAND - CENTRE GRAND BORNAND,
6495,973,SPI FONCIA - LE GRAND BORNAND - CENTRE STATION CHINA,
6496,973,SPI FONCIA - LE GRAND BORNAND - COMMUNAILLE,
6497,973,SPI FONCIA - LE GRAND BORNAND - HAMEAU DE SUIZE,
6498,973,SPI FONCIA - LE GRAND BORNAND - PISTES CHINAILLON,
6499,973,SPI FONCIA - LE GRAND BORNAND,
6500,960,SPI FONCIA - GRUISSAN,
6501,960,SPI FONCIA - GRUISSAN - GRAZEL,
6502,960,SPI FONCIA - GRUISSAN - PECH MAYNAUD,
6503,960,SPI FONCIA - GRUISSAN - PORT DE PLAISANCE,
6504,960,SPI FONCIA - GRUISSAN - RIVE DROITE,
6505,961,SPI FONCIA - LEUCATE NATURIS,
6506,961,SPI FONCIA - PORT LEUCATE NATURIS,
6507,961,SPI FONCIA - PORT LEUCATE,
6508,967,SPI FONCIA - NARBONNE PLAGE,
6509,967,SPI FONCIA - NARBONNE PLAGE - CENTRE,
6510,967,SPI FONCIA - NARBONNE PLAGE - CENTRE DE STATION,
6511,967,SPI FONCIA - NARBONNE PLAGE - CENTRE NARBONNE PLAGE,
6512,967,SPI FONCIA - NARBONNE PLAGE - CLAPE,
6513,967,SPI FONCIA - NARBONNE PLAGE - FOULQUINE HAUTES,
6514,967,SPI FONCIA - NARBONNE PLAGE - FOULQUINE HAUTE,
6515,967,SPI FONCIA - NARBONNE PLAGE - FOULQUINES BASSES,
6516,967,SPI FONCIA - NARBONNE PLAGE - LES KARANTES,
6517,967,SPI FONCIA - NARBONNE PLAGE - PLAGE,
6518,968,SPI FONCIA - PORT LA NOUVELLE - AU CALME,
6519,968,SPI FONCIA - PORT LA NOUVELLE - CENTRE COMMERCIAL,
6520,968,SPI FONCIA - PORT LA NOUVELLE - CENTRE PORT,
6521,968,SPI FONCIA - PORT LA NOUVELLE - FRONT DE MER,
6522,968,SPI FONCIA - PORT LA NOUVELLE - PLAGE,
6523,968,SPI FONCIA - PORT LA NOUVELLE - PRES DES LACS,
6524,968,SPI FONCIA - PORT LA NOUVELLE - PROCHE MER,
6525,968,SPI FONCIA - PORT LA NOUVELLE - PROCHE PLAGE,
6526,966,SPI FONCIA - SAINT PIERRE LA MER,
6527,966,SPI FONCIA - SAINT PIERRE LA MER - CENTRE,
6528,966,SPI FONCIA - SAINT PIERRE LA MER - CENTRE ST PIERRE,
6529,966,SPI FONCIA - SAINT PIERRE LA MER - CENTRE STATION,
6530,966,SPI FONCIA - SAINT PIERRE LA MER - LES EMBRUNS,
6531,966,SPI FONCIA - SAINT PIERRE LA MER - PORT DE PLAISANCE,
6532,966,SPI FONCIA - SAINT PIERRE LA MER - PROCHE MER,
6533,966,SPI FONCIA - SAINT PIERRE LA MER - VIGIE,
6534,969,PARTICULIER A PARTICULIER SOURCES DU LAC LK,
6535,975,LE HAMEAU DE MON PERE (ANCIENNEMENT HOTEL LA MAISON DES BOIS),"Route du Col de la Croix Fry, 74230 Manigod"
6536,974,CCAS ST JEAN DE SIXT,"Crêt St Jean, 74450 Saint-Jean-de-Sixt"
6537,960,SPI- AGENCE FUTTERER - GRUISSAN - LE PORT,
6538,960,SPI- AGENCE FUTTERER - GRUISSAN -PLAGE DES CHALETS,
6539,967,SPI- AGENCE FUTTERER - NARBONNE PLAGE- LE PORT - LE PORT,
6540,968,SPI - NAVILIA -,
6541,975,SPI - AGENCE MONTAGNE SOLUTION - LA STATION DE MANIGO,
6542,975,SPI - AGENCE MONTAGNE SOLUTION - STATION DE MANIGOD,
6543,968,SPI - NAVILIA -  CAVES - CAVES PROCHE LEUCATE,
6544,968,SPI - NAVILIA - LA FRANQUI,
6545,968,SPI - NAVILIA - PORT LA NOUVELLE -  1ER LAC,
6546,968,SPI - NAVILIA - PORT LA NOUVELLE - 1ER LAC PLAGE SUD,
6547,968,SPI - NAVILIA - PORT LA NOUVELLE - 2EME LAC,
6548,968,SPI - NAVILIA - PORT LA NOUVELLE -  800M PLAGE,
6549,968,SPI - NAVILIA - PORT LA NOUVELLE - BLD ESCHASSERIAUX,
6550,968,SPI - NAVILIA - PORT LA NOUVELLE - BORD DU 1ER LAC,
6551,968,SPI - NAVILIA - PORT LA NOUVELLE - CHENAL MARCHE PLAGE,
6552,968,SPI - NAVILIA - PORT LA NOUVELLE - COMMERCES DU SPAR,
6554,968,SPI - NAVILIA - PORT LA NOUVELLE - ENTRE LAC ET SPAR,
6555,968,SPI - NAVILIA - PORT LA NOUVELLE - PARC M.LECLERC,
6556,968,SPI - NAVILIA - PORT LA NOUVELLE - PLAGE,
6557,968,SPI - NAVILIA - PORT LA NOUVELLE - PLAGE -,
6558,968,SPI - NAVILIA - PORT LA NOUVELLE - PLAGE PRINCIPALE,
6559,968,SPI - NAVILIA - PORT LA NOUVELLE - PLAGE SUD,
6560,968,SPI - NAVILIA - PORT LA NOUVELLE - PLAGES SUD,
6561,968,SPI - NAVILIA - PORT LA NOUVELLE - STADE/ SUPER U,
6562,975,CHALET LOGDE LES MURAILLES,
6563,975,CHALETS NOUGAT ET CARAMEL,
6564,954,VV CHALETS CLUB MED VALMOREL VILLAGE,
6565,918,AGENCE CHAMROC,
6567,5,HOTEL LAPIAZ,"Lieu dit La cascade, 74300 FLAINE, France"
6568,902,HOTEL IBIS STYLE,"23 Av. des Chasseurs Alpins, 73200 Albertville, France"
6569,143,RESIDENCE GARDEN & CITY,
6570,487,AGENCE LA PLAGNE RESORT AIME VALLEE,
6571,687,RESIDENCE LES CHAMOIS,
6572,809,SPI - PAGE -,
6573,809,SPI - PAGE - AVVENUE DU DT DOMER,
6574,809,SPI - PAGE - CANCERU,
6575,809,SPI - PAGE - CENTRE VILLE,
6576,809,SPI - PAGE - PROCHE ECOLE / GARDERIE,
6577,809,SPI - PAGE - QUARTIER DE L'EGLISE,
6578,809,SPI - PAGE - QUARTIER MAMELON VER,
6579,809,SPI - PAGE - TELECABINE,
6581,712,HOTEL TERRESENS ESCAPADE,"Chem. de la Chapelle, 38750 Huez, France"
6582,970,PARTICULIER A PARTICULIER VALLEE DE THONES LK,
6583,8,RESIDENCE EDEN - AD TOURISME,
6584,636,RESIDENCE LA BELLE MONTAGNE ROCHEBRUNE LES CIMES,"Rte du Forest, 05170 Orcières, France"
6585,8,RESIDENCE NEM LE HAMEAU,"21 Av. de la Muzelle, 38860 Les Deux Alpes, France"
6586,728,HOTEL SOWELL MONT BLANC ET SPA,"400 Rue du Mont Joly, 74170 Saint-Gervais-les-Bains, France"
6587,8,ANDEMA IMMOBILIER,
6588,2,HOTEL LE TERRIL BLANC,
6589,496,Agence La Plagne Resort Aime 2000,"10 D221, 73210 Mâcot-la-Plagne, France"
6591,888,HOTEL PLAN B,"196 Av. de Courmayeur, 74400 Chamonix-Mont-Blanc, France"
6592,951,HOTEL LA TOUR DE L'HORLOGE,11 rue Armand Barbès 66600 RIVESALTES
6593,951,CENTRE CCAS ESTAGEL,"20, rue Jean-Lurçat 66310 Estagel"
6594,496,AGENCE CDA OFFICE IMMOBILIER DE LA PLAGNE - AIME 2000,"73, 73210 La Plagne-Tarentaise, France"
6595,32,AGENCE CDA OFFICE IMMOBILIER DE LA PLAGNE - PLAGNE CENTRE,"Galerie Pelvoux Plagne centre, 73210 La Plagne-Tarentaise, France"
6596,33,AGENCE CDA OFFICE IMMOBILIER DE LA PLAGNE - VILLAGE,
6597,899,GITE TOI DU MONDE,"464 chemin des Zorgières, 73590 Flumet, France"
6598,2,RESIDENCE CHALET MONTANA LE PLANTON LES ETINCELLES,"Rue des Almes, 73320 Tignes, France"
6599,38,VVF CLUB INTENSE MONTALBERT,"La Plagne Montalbert, 73210 Aime-la-Plagne, France"
6600,727,AGENCE FONCIA MEGEVE,
6602,33,AGENCE CDA OFFICE IMMOBILIER DE LA PLAGNE - SOLEIL,
6603,634,CLUB MED LA ROSIERE,
6605,639,RESIDENCE CGH PANORAMA VARS 2000,
6606,871,Agence Maeva.com Courchevel 1550,
6607,8,RESIDENCE VACANCEOLE LA RESIDENCE,"102 Av. de la Muzelle, 38860 Les Deux Alpes, France"
6608,8,RESIDENCE VACANCEOLE ANDROMEDE,"Résidence Andromède n° 22 rue du Cairou, 38860 Les Deux Alpes, France"
6609,8,RESIDENCE VACANCEOLE CABOURG,
6610,8,RESIDENCE VACANCEOLE CHAMPAME,
6611,8,RESIDENCE VACANCEOLE COTE BRUNE,
6612,8,RESIDENCE VACANCEOLE LA MUZELLE,
6613,8,RESIDENCE VACANCEOLE LAUVITEL,
6614,8,RESIDENCE VACANCEOLE LE SAPPEY,
6615,8,RESIDENCE VACANCEOLE LES BLEUETS,
6616,8,RESIDENCE VACANCEOLE MEIJOTEL,"6 Place des deux Alpes, 38860 Les Deux Alpes, France"
6617,8,RESIDENCE VACANCEOLE PLEIN SUD,
6618,8,RESIDENCE VACANCEOLE QUIRLIES,
6619,8,RESIDENCE VACANCEOLE SAINT CHRISTOPHE,
6620,8,RESIDENCE VACANCEOLE TYROL,
6621,8,RESIDENCE VACANCEOLE VALLEE BLANCHE,
6622,632,SPI - AGENCE PEYROT - LA LLAGONNE - VILLAGE,
6623,632,SPI - AGENCE PEYROT - LES ANGLES -,
6624,632,SPI - AGENCE PEYROT - LES ANGLES - 300 METRES PISTES,
6625,632,SPI - AGENCE PEYROT - LES ANGLES - 700M PISTES,
6626,632,SPI - AGENCE PEYROT - LES ANGLES - CENTRE VILLE,
6627,632,SPI - AGENCE PEYROT - LES ANGLES - PIED DE PISTES,
6628,632,SPI - AGENCE PEYROT - LES ANGLES - SECTEUR BALCERE,
6629,632,SPI - AGENCE PEYROT - LES ANGLES - SECTEUR BALIU,
6630,632,SPI - AGENCE PEYROT - LES ANGLES - SECTEUR CENTRE,
6631,632,SPI - AGENCE PEYROT - LES ANGLES - SECTEUR CHEMIN SOULA,
6632,632,SPI - AGENCE PEYROT - LES ANGLES - SECTEUR FONTANEILLES,
6633,632,SPI - AGENCE PEYROT - LES ANGLES - SECTEUR LUPINS,
6634,632,SPI - AGENCE PEYROT - LES ANGLES - SECTEUR PLA DE MIR,
6635,632,SPI - AGENCE PEYROT - LES ANGLES - SECTEUR VILLAGE,
6637,873,SPI - AGENCE PEYROT - FONT ROMEU ODEILLO VIA - 1000 M CENTRE VILLE,
6638,873,SPI - AGENCE PEYROT - FONT ROMEU ODEILLO VIA - 150 M CENTRE VILLE,
6639,873,SPI - AGENCE PEYROT - FONT ROMEU ODEILLO VIA - 1500 CENTRE VILLE,
6640,873,SPI - AGENCE PEYROT - FONT ROMEU ODEILLO VIA - 1500 M DU CENTRE,
6641,873,SPI - AGENCE PEYROT - FONT ROMEU ODEILLO VIA - 1600 CENTRE VILLE,
6642,873,SPI - AGENCE PEYROT - FONT ROMEU ODEILLO VIA - 200 M CENTRE VILLE,
6643,873,SPI - AGENCE PEYROT - FONT ROMEU ODEILLO VIA - 2500 M CENTRE VILLE,
6644,873,SPI - AGENCE PEYROT - FONT ROMEU ODEILLO VIA - 300 METRES PISTES,
6645,873,SPI - AGENCE PEYROT - FONT ROMEU ODEILLO VIA - 500 M CENTRE VILLE,
6646,873,SPI - AGENCE PEYROT - FONT ROMEU ODEILLO VIA - 500 M DU CENTRE,
6647,873,SPI - AGENCE PEYROT - FONT ROMEU ODEILLO VIA - 700 M CENTRE VILLE,
6648,873,SPI - AGENCE PEYROT - FONT ROMEU ODEILLO VIA - 700 M CENTRE,
6649,873,SPI - AGENCE PEYROT - FONT ROMEU ODEILLO VIA - 700M CENTRE VILLE,
6650,873,SPI - AGENCE PEYROT - FONT ROMEU ODEILLO VIA - 750M CENTRE VILLE,
6651,873,SPI - AGENCE PEYROT - FONT ROMEU ODEILLO VIA - 800 M DU CENTRE,
6652,873,SPI - AGENCE PEYROT - FONT ROMEU ODEILLO VIA - 900 M DU CENTRE,
6653,873,SPI - AGENCE PEYROT - FONT ROMEU ODEILLO VIA - 900M CENTRE,
6654,873,SPI - AGENCE PEYROT - FONT ROMEU ODEILLO VIA - 900M PISTES,
6655,873,SPI - AGENCE PEYROT - FONT ROMEU ODEILLO VIA - CENTRE VILLE,
6656,873,SPI - AGENCE PEYROT - FONT ROMEU ODEILLO VIA - SECTEUR CENTRE,
6657,874,SPI - AGENCE PEYROT - BOLQUERE - 100 M PISTES,
6658,874,SPI - AGENCE PEYROT - PYRENEES 2000 - 100 M PISTES,
6659,874,SPI - AGENCE PEYROT - PYRENEES 2000 - 200 M DES PISTES,
6660,874,SPI - AGENCE PEYROT - PYRENEES 2000 - 300 METRES PISTES,
6661,874,SPI - AGENCE PEYROT - PYRENEES 2000 - 400M PISTES,
6662,874,SPI - AGENCE PEYROT - PYRENEES 2000 - 500M PISTES,
6663,874,SPI - AGENCE PEYROT - PYRENEES 2000 - 700M CENTRE,
6664,874,SPI - AGENCE PEYROT - PYRENEES 2000 - 700M PISTES,
6665,874,SPI - AGENCE PEYROT - PYRENEES 2000 - 900M PISTES,
6666,874,SPI - AGENCE PEYROT - PYRENEES 2000 - PIED DE PISTES,
6667,874,SPI - AGENCE PEYROT - SUPERBOLQUERE - 700M PISTES,
6668,874,SPI - AGENCE PEYROT - SUPERBOLQUERE - 900M PISTES,
6669,874,SPI - AGENCE PEYROT - SUPERBOLQUERE - SUPERBOLQUERE,
6670,873,AGENCE ALTI 2000 - FONT-ROMEU - QUARTIER SUD,
6671,874,SPI - AGENCE ALTI 2000 - PYRENEES 2000-BOLQUERE - BAS SUPER BOLQUERE,
6672,874,SPI - AGENCE ALTI 2000 - PYRENEES 2000-BOLQUERE - BOLQUERE VILLAGE,
6673,874,SPI - AGENCE ALTI 2000 - PYRENEES 2000-BOLQUERE - ENTREE STATION,
6674,874,SPI - AGENCE ALTI 2000 - PYRENEES 2000-BOLQUERE - HAUT SUPER BOLQUERE,
6675,874,SPI - AGENCE ALTI 2000 - PYRENEES 2000-BOLQUERE - PIED DES PISTES,
6676,874,SPI - AGENCE ALTI 2000 - PYRENEES 2000-BOLQUERE - PROXIMITE DES PISTES,
6677,874,SPI - AGENCE ALTI 2000 - PYRENEES 2000-BOLQUERE - QUARTIER DE LA SOULA,
6678,874,SPI - AGENCE ALTI 2000 - PYRENEES 2000-BOLQUERE - QUARTIER SOULANE,
6679,632,CENTRALE DE RESERVATION DES ANGLES,
6680,992,RESIDENCE MMV LE CORBIER,"Route D78a Lieu dit, Les Orgières, 73300 Villarembert, France"
6681,37,CDA OFFICE  IMMOBILIER DE LA PLAGNE - PLAGNE 1800,
6682,14,RESIDENCE MVA CHALET AROSA,
6683,14,RESIDENCE MVA CHALET DENALI,
6684,867,AGENCE MAEVA.COM LA TANIA,
6685,2,HOTEL DIAMOND ROCK,
6686,950,HOTEL BEST WESTERN PLUS WINDSOR,"8 boulevard thomas wilson, 66000perpignan"
6687,966,Aire de camping-car de Saint Pierre La Mer,Saint Pierre La Mer
6688,14,HOTEL K2 CHOGORI,
6689,640,AGENCE ALPINE IMMO,"Grande rue résidence l'arcelle, 73440 val thorens, France"
6690,14,HOTEL CHALET HOTELIER LES EQUINOXES,
6691,14,HOTEL MONT BLANC,
6692,14,RESIDENCE LE KILIMANDJARO,
6693,717,Spi - 44/45 - GUCHAN - SAINT LARY,
6694,717,Spi - 44/45 - ST LARY SOULAN - SAINT LARY,
6695,717,Spi - Belles Vacances - Saint-Lary - PIC D ESPADE,
6696,46,AGENCE CDA LES ARCS AGENCES 1800,
6697,48,AGENCE CDA LES ARCS AGENCES 1950-2000,
6698,868,AGENCE CIMALPES COURCHEVEL LE PRAZ,"Rue de la Madelon, 73120 Courchevel, France"
6699,640,Spi - ALPINE IMMO - 200M DES PISTES,
6700,640,Spi - ALPINE IMMO - 50M DES PISTES,
6701,640,Spi - ALPINE IMMO - SKI AUX PIEDS,
6702,640,Spi - ALPINE IMMO - SKIS AU PIEDS,
6703,37,AGENCE Agence Alp'agence - PLAGNE 1800,
6704,717,SPI - 44/45 - AVAJAN -,
6705,717,SPI - BELLES VACANCES - -,
6706,717,SPI - BELLES VACANCES - ST LARY SOULAN - PLA D ADET,
6707,970,CENTRALE DE RESERVATION THONES,
6708,635,AGENCE MAEVA.COM PUY ST VINCENT,
6709,925,SPI - COLLIOURE - CITYGEST,
6710,925,SPI - COLLIOURE - CITYGEST - RUE DE L'EGALITE,
6711,925,SPI - COLLIOURE - CITYGEST - MER PORT VILLAGE,
6712,925,SPI - COLLIOURE - CITYGEST - MER,
6713,809,AGENCE MAEVA.COM CAUTERETS,
6714,687,AGENCE MAEVA.COM JOUE DU LOUP,"Pl. des Boutiques, 05250 Le Dévoluy, France"
6715,285,AGENCE MONT BLANC IMMOBILIER - PRAZ SUR ARLY,"29 Av. de Miage, 74170 Saint-Gervais-les-Bains, France"
6716,11,AGENCE EUROVACANCES,
6717,809,OLD - CENTRALE DE RESERVATION - CAUTERETS,
6718,634,RESIDENCE SKY LA ROSIERE,
6719,634,HOTEL MGM ALPEN LODGE,
6720,634,RESIDENCE MGM ALPEN LODGE,
6721,45,GSI IMMOBILIER LE RIDGE,
6723,969,REFUGE SHELTERS EXPERIENCE,La Sambuy
6724,16,RESIDENCE LE HAMEAU DES ARMAILLIS,"97 Rue des Prés, 73620 Hauteluce, France"
6725,947,SPI - CITIGEST - LE BARCARES -,
6726,947,SPI - CITYGEST - LE BARCARES- 300 M PLAGE,
6727,947,SPI - CITYGEST - LE BARCARES - AVENUE ANIBAL,
6728,947,SPI - CITYGEST - LE BARCARES - AVENUE DE LA GRANDE,
6729,947,SPI - CITYGEST - LE BARCARES - COUDALERE,
6730,947,SPI - CITYGEST - LE BARCARES - LES DOSSES,
6731,947,SPI - CITYGEST - LE BARCARES - LIDO,
6732,947,SPI - CITYGEST - LE BARCARES - MER PORT VILLAGE,
6733,947,SPI - CITYGEST - LE BARCARES - MER VILLAGE,
6734,947,SPI - CITYGEST - LE BARCARES - PLACE DU TERTRE,
6735,947,SPI - CITYGEST - LE BARCARES - PLAGE / VILLAGE,
6736,947,SPI - CITYGEST - LE BARCARES -PLAGE VILLAGE,
6737,947,SPI - CITYGEST - LE BARCARES - PORT,
6738,947,SPI - CITYGEST - LE BARCARES - PORT / PLAGE,
6739,947,SPI - CITYGEST - LE BARCARES - PORT / PLAGE / VILLA,
6740,947,SPI - CITYGEST - LE BARCARES - PORT MER,
6741,947,SPI - CITYGEST - LE BARCARES - PORT PLAGE VILLAGE,
6742,947,SPI - CITYGEST - LE BARCARES - PORT PLGE,
6743,947,SPI - CITYGEST - LE BARCARES - PORT VILLAGE,
6744,947,SPI - CITYGEST - LE BARCARES - RUE DES LAMPAROS,
6745,947,SPI - CITYGEST - LE BARCARES - VILLAGE,
6746,947,SPI - CITYGEST - LE BARCARES - VILLAGE /PLGE,
6747,947,SPI - CITYGEST - LE BARCARES - VILLAGE PLAGE,
6748,947,SPI - CITYGEST - LE BARCARES - VILLAGE PORT PLAGE,
6749,947,SPI - CITYGEST - LE BARCARES,
6750,947,SPI - CITYGEST - LE BARCARES - LIDO-PLAGE PORT,
6751,947,SPI - CITYGEST - LE BARCARES - LAC,
6752,947,SPI - CITYGEST - LE BARCARES,
6753,898,SPI - ALPINA - CREST VOLAND - LE CERNIX,
6754,898,SPI - ALPINA - CREST VOLAND,
6755,898,SPI - ALPINA - LE CERNIX CREST-VOLAND - LE CERNIX,
6756,387,AGENCE IMMOBILIERE ALTITUDE 1750,"307 Rte du Tralenta, 73480 Bonneval-sur-Arc, France"
6757,510,Spi - Foncia - Les Allues - MERIBEL VILLAGE,
6758,490,AGENCE RESIDENCE LUXE VILLENEUVE,"34 Rte de Briançon, 05240 La Salle-les-Alpes, France"
6759,489,AGENCE RESIDENCE LUXE LE MONETIER,"34 Rte de Briançon, 05240 La Salle-les-Alpes, France"
6760,491,AGENCE RESIDENCE LUXE CHANTEMERLE,"34 Rte de Briançon, 05240 La Salle-les-Alpes, France"
6761,488,AGENCE RESIDENCE LUXE BRIANCON,"34 Rte de Briançon, 05240 La Salle-les-Alpes, France"
6762,489,AGENCE CHALET PRESTIGE LE MONETIER,"Chem. des Sillons, 05240 La Salle-les-Alpes, France"
6763,490,AGENCE CHALET PRESTIGE VILLENEUVE,"Chem. des Sillons, 05240 La Salle-les-Alpes, France"
6765,2,HOTEL AIGUILLE PERCEE LES ETINCELLES,"180 Rte du Rosset, 73320 Tignes, France"
6766,2,HOTEL LE CURLING,
6767,382,AGENCE PARTIR A LA MONTAGNE,"137 Rue François Guise, 73000 Chambéry, France"
6768,800,HOTEL MERCURE PEYRAGUDES LOUDENVIELLE PYRENEES,"Chem. de Rioutor, 65510 Loudenvielle, France"
6769,10,RESIDENCE GOELIA CHALETS LES DEUX DOMAINES,
6770,809,SPI - ADOUR - PETITE RUELLE ACCES,
6771,809,SPI - ADOUR - PIED DE TELECABINE,
6772,866,Spi - Courchevel - CHOULIERE -,
6773,899,AGENCE FONCIA FLUMET,
6774,285,SPI-FONCIA-PRAZ SUR ARLY,
